YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013_001E,B19013_001M,B19013A_001E,B19013A_001M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M,B19013_001E_string,B19013_001M_string,B19013A_001E_string,B19013A_001M_string,B19013B_001E_string,B19013B_001M_string,B19013C_001E_string,B19013C_001M_string,B19013D_001E_string,B19013D_001M_string,B19013E_001E_string,B19013E_001M_string,B19013F_001E_string,B19013F_001M_string,B19013G_001E_string,B19013G_001M_string,B19013H_001E_string,B19013H_001M_string,B19013I_001E_string,B19013I_001M_string
2010,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,102375.0,8596.0,92920.0,30750.0,,,,,106997.0,39347.0,,,94542.0,62789.0,53329.0,376280.0,88581.0,47194.0,94891.0,47704.0,$102375,$8596,$92920,$30750,,,,,$106997,$39347,,,$94542,$62789,$53329,$376280,$88581,$47194,$94891,$47704
2011,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,96287.0,16335.0,79800.0,23799.0,,,,,100872.0,23282.0,,,71962.0,122228.0,200593.0,216919.0,78775.0,28388.0,85843.0,64111.0,$96287,$16335,$79800,$23799,,,,,$100872,$23282,,,$71962,$122228,$200593,$216919,$78775,$28388,$85843,$64111
2012,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,88846.0,15124.0,90091.0,33497.0,176063.0,93461.0,,,94776.0,20230.0,,,72541.0,52382.0,54340.0,283800.0,90091.0,40307.0,79405.0,31645.0,$88846,$15124,$90091,$33497,$176063,$93461,,,$94776,$20230,,,$72541,$52382,$54340,$283800,$90091,$40307,$79405,$31645
2013,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,87012.0,20472.0,80764.0,45486.0,,,,,89674.0,23071.0,,,85945.0,68752.0,30207.0,99355.0,96354.0,51876.0,70576.0,31180.0,$87012,$20472,$80764,$45486,,,,,$89674,$23071,,,$85945,$68752,$30207,$99355,$96354,$51876,$70576,$31180
2014,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,92254.0,13028.0,98724.0,13362.0,,,,,87625.0,23753.0,,,84133.0,24002.0,51069.0,184803.0,102257.0,11435.0,80450.0,19486.0,$92254,$13028,$98724,$13362,,,,,$87625,$23753,,,$84133,$24002,$51069,$184803,$102257,$11435,$80450,$19486
2015,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,85589.0,13531.0,94250.0,28040.0,,,,,79199.0,24361.0,,,,,,,98999.0,47666.0,84481.0,21168.0,$85589,$13531,$94250,$28040,,,,,$79199,$24361,,,,,,,$98999,$47666,$84481,$21168
2016,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,91766.0,17464.0,101325.0,17580.0,,,,,86905.0,23885.0,,,86909.0,64148.0,30163.0,15763.0,102909.0,24963.0,87480.0,23980.0,$91766,$17464,$101325,$17580,,,,,$86905,$23885,,,$86909,$64148,$30163,$15763,$102909,$24963,$87480,$23980
2017,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,77019.0,19262.0,88980.0,33202.0,,,,,78022.0,29325.0,,,,,,,79159.0,45815.0,85644.0,54871.0,$77019,$19262,$88980,$33202,,,,,$78022,$29325,,,,,,,$79159,$45815,$85644,$54871
2018,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,73573.0,13404.0,77532.0,24526.0,,,,,71866.0,32332.0,,,,,,,85240.0,27942.0,65751.0,42570.0,$73573,$13404,$77532,$24526,,,,,$71866,$32332,,,,,,,$85240,$27942,$65751,$42570
2019,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,76958.0,12958.0,78266.0,15394.0,,,,,82731.0,39379.0,,,,,,,87409.0,37926.0,67362.0,19524.0,$76958,$12958,$78266,$15394,,,,,$82731,$39379,,,,,,,$87409,$37926,$67362,$19524
2020,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,79705.0,31177.0,80464.0,32703.0,,,,,82994.0,48960.0,,,64776.0,28461.0,,,110220.0,34650.0,70665.0,33162.0,$79705,$31177,$80464,$32703,,,,,$82994,$48960,,,$64776,$28461,,,$110220,$34650,$70665,$33162
2021,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,94134.0,27654.0,86169.0,16752.0,,,,,79031.0,49534.0,,,116822.0,111247.0,234833.0,156121.0,106444.0,47642.0,105720.0,68350.0,$94134,$27654,$86169,$16752,,,,,$79031,$49534,,,$116822,$111247,$234833,$156121,$106444,$47642,$105720,$68350
2022,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,106347.0,29415.0,84536.0,12649.0,,,,,105576.0,57138.0,,,145955.0,83935.0,224141.0,121580.0,96243.0,43781.0,108008.0,58452.0,$106347,$29415,$84536,$12649,,,,,$105576,$57138,,,$145955,$83935,$224141,$121580,$96243,$43781,$108008,$58452
2023,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,104783.0,30351.0,87794.0,46918.0,,,,,103409.0,45420.0,,,99935.0,70624.0,223494.0,158949.0,109895.0,57977.0,99764.0,63968.0,$104783,$30351,$87794,$46918,,,,,$103409,$45420,,,$99935,$70624,$223494,$158949,$109895,$57977,$99764,$63968
2024,6037431502,Census Tract 4315.02,North El Monte,Los Angeles County,California,NorthElMonte,88229.0,23428.0,84914.0,25202.0,,,,,86313.0,20897.0,,,99583.0,42184.0,224792.0,176640.0,110455.0,39992.0,98869.0,36506.0,$88229,$23428,$84914,$25202,,,,,$86313,$20897,,,$99583,$42184,$224792,$176640,$110455,$39992,$98869,$36506
