YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013H_001E,B19013H_001M
2022,6037910213,Census Tract 9102.13,Acton,Los Angeles County,California,Acton,171806.0,100951.0
2022,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,150764.0,29343.0
2022,6037910814,Census Tract 9108.14,Acton,Los Angeles County,California,Acton,111979.0,31497.0
2022,6037910815,Census Tract 9108.15,Acton,Los Angeles County,California,Acton,118125.0,25747.0
2022,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,155787.0,39529.0
2022,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,6037800333,Census Tract 8003.33,Agoura Hills,Los Angeles County,California,AgouraHills,94797.0,41774.0
2022,6037800334,Census Tract 8003.34,Agoura Hills,Los Angeles County,California,AgouraHills,185682.0,29969.0
2022,6037800335,Census Tract 8003.35,Agoura Hills,Los Angeles County,California,AgouraHills,139688.0,44295.0
2022,6037800336,Census Tract 8003.36,Agoura Hills,Los Angeles County,California,AgouraHills,197885.0,29568.0
2022,6037800338,Census Tract 8003.38,Agoura Hills,Los Angeles County,California,AgouraHills,205474.0,32804.0
2022,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,126643.0,31563.0
2022,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,205536.0,14813.0
2022,6037910814,Census Tract 9108.14,Agua Dulce,Los Angeles County,California,AguaDulce,111979.0,31497.0
2022,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,103797.0,48239.0
2022,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,86528.0,26882.0
2022,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,79946.0,66340.0
2022,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,117609.0,72032.0
2022,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,,
2022,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,148026.0,32123.0
2022,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,115417.0,6462.0
2022,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,107768.0,47767.0
2022,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,90192.0,50011.0
2022,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,123712.0,931.0
2022,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,62740.0,44420.0
2022,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,100000.0,25868.0
2022,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,,
2022,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,131964.0,45936.0
2022,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,,
2022,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,96750.0,56335.0
2022,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,68095.0,4573.0
2022,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,,
2022,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,107500.0,50300.0
2022,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,54663.0,41819.0
2022,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,101818.0,39608.0
2022,6037603706,Census Tract 6037.06,Alondra Park,Los Angeles County,California,AlondraPark,,
2022,6037460101,Census Tract 4601.01,Altadena,Los Angeles County,California,Altadena,189432.0,84012.0
2022,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,139519.0,64369.0
2022,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,216172.0,57103.0
2022,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,128750.0,36297.0
2022,6037460401,Census Tract 4604.01,Altadena,Los Angeles County,California,Altadena,203750.0,156670.0
2022,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,169808.0,78822.0
2022,6037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,137895.0,47754.0
2022,6037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,163667.0,32737.0
2022,6037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,97188.0,36806.0
2022,6037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,99018.0,19862.0
2022,6037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,181528.0,78323.0
2022,6037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,150660.0,8911.0
2022,6037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,81834.0,7826.0
2022,6037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,108401.0,21838.0
2022,6037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,70662.0,32028.0
2022,6037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,120056.0,60186.0
2022,6037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,,
2022,6037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,143405.0,33008.0
2022,6037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,100064.0,27469.0
2022,6037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,129063.0,44059.0
2022,6037431400,Census Tract 4314,Arcadia,Los Angeles County,California,Arcadia,80032.0,33414.0
2022,6037431502,Census Tract 4315.02,Arcadia,Los Angeles County,California,Arcadia,89792.0,40847.0
2022,6037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,63214.0,61659.0
2022,6037431701,Census Tract 4317.01,Arcadia,Los Angeles County,California,Arcadia,184639.0,49002.0
2022,6037431800,Census Tract 4318,Arcadia,Los Angeles County,California,Arcadia,140060.0,114567.0
2022,6037432502,Census Tract 4325.02,Arcadia,Los Angeles County,California,Arcadia,88050.0,43562.0
2022,6037554801,Census Tract 5548.01,Artesia,Los Angeles County,California,Artesia,,
2022,6037554802,Census Tract 5548.02,Artesia,Los Angeles County,California,Artesia,82500.0,40392.0
2022,6037554900,Census Tract 5549,Artesia,Los Angeles County,California,Artesia,102885.0,48899.0
2022,6037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,99574.0,41843.0
