YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013H_001E,B19013H_001M
2020,6037910213,Census Tract 9102.13,Acton,Los Angeles County,California,Acton,,
2020,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,122132.0,46750.0
2020,6037910814,Census Tract 9108.14,Acton,Los Angeles County,California,Acton,88125.0,10944.0
2020,6037910815,Census Tract 9108.15,Acton,Los Angeles County,California,Acton,104280.0,21950.0
2020,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,143750.0,28206.0
2020,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,218929.0,53663.0
2020,6037800333,Census Tract 8003.33,Agoura Hills,Los Angeles County,California,AgouraHills,94223.0,42349.0
2020,6037800334,Census Tract 8003.34,Agoura Hills,Los Angeles County,California,AgouraHills,109828.0,32036.0
2020,6037800335,Census Tract 8003.35,Agoura Hills,Los Angeles County,California,AgouraHills,126250.0,23047.0
2020,6037800336,Census Tract 8003.36,Agoura Hills,Los Angeles County,California,AgouraHills,164271.0,42158.0
2020,6037800338,Census Tract 8003.38,Agoura Hills,Los Angeles County,California,AgouraHills,170283.0,20256.0
2020,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,120933.0,23625.0
2020,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,176250.0,26653.0
2020,6037910814,Census Tract 9108.14,Agua Dulce,Los Angeles County,California,AguaDulce,88125.0,10944.0
2020,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,78333.0,28700.0
2020,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,57292.0,43181.0
2020,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,68971.0,2528.0
2020,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,57578.0,39057.0
2020,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,,
2020,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,131458.0,74447.0
2020,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,99598.0,10520.0
2020,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,53092.0,11543.0
2020,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,61382.0,9284.0
2020,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,108313.0,8694.0
2020,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,27361.0,27145.0
2020,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,83649.0,15604.0
2020,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,,
2020,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,,
