YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013G_001E,B19013G_001M
2020,6037910213,Census Tract 9102.13,Acton,Los Angeles County,California,Acton,,
2020,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,,
2020,6037910814,Census Tract 9108.14,Acton,Los Angeles County,California,Acton,,
2020,6037910815,Census Tract 9108.15,Acton,Los Angeles County,California,Acton,,
2020,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,,
2020,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2020,6037800333,Census Tract 8003.33,Agoura Hills,Los Angeles County,California,AgouraHills,115872.0,17624.0
2020,6037800334,Census Tract 8003.34,Agoura Hills,Los Angeles County,California,AgouraHills,,
2020,6037800335,Census Tract 8003.35,Agoura Hills,Los Angeles County,California,AgouraHills,,
2020,6037800336,Census Tract 8003.36,Agoura Hills,Los Angeles County,California,AgouraHills,203417.0,102060.0
2020,6037800338,Census Tract 8003.38,Agoura Hills,Los Angeles County,California,AgouraHills,,
2020,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,,
2020,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,160179.0,92757.0
2020,6037910814,Census Tract 9108.14,Agua Dulce,Los Angeles County,California,AguaDulce,,
2020,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,115813.0,63933.0
2020,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,83100.0,28482.0
2020,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,49643.0,39626.0
2020,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,,
2020,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,100675.0,90412.0
2020,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,,
2020,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,42952.0,34019.0
2020,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,,
2020,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,76607.0,66833.0
2020,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,84722.0,15360.0
2020,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,,
2020,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,69063.0,22940.0
2020,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,,
2020,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,,
2020,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,,
2020,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,,
2020,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,76686.0,10668.0
2020,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,,
2020,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,85606.0,52338.0
2020,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,109570.0,50533.0
2020,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,,
2020,6037603706,Census Tract 6037.06,Alondra Park,Los Angeles County,California,AlondraPark,77500.0,43132.0
2020,6037460101,Census Tract 4601.01,Altadena,Los Angeles County,California,Altadena,,
2020,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,,
2020,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,110804.0,102784.0
2020,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,80662.0,34319.0
2020,6037460401,Census Tract 4604.01,Altadena,Los Angeles County,California,Altadena,,
2020,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,,
2020,6037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,126146.0,106942.0
2020,6037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,,
2020,6037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,,
2020,6037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,,
2020,6037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,,
2020,6037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,211143.0,621.0
2020,6037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,,
2020,6037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,121875.0,61635.0
2020,6037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,66250.0,49562.0
2020,6037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,61058.0,12279.0
2020,6037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,57981.0,17168.0
2020,6037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,,
2020,6037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,,
2020,6037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,111215.0,25359.0
2020,6037431400,Census Tract 4314,Arcadia,Los Angeles County,California,Arcadia,,
2020,6037431502,Census Tract 4315.02,Arcadia,Los Angeles County,California,Arcadia,,
2020,6037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,178125.0,52296.0
2020,6037431701,Census Tract 4317.01,Arcadia,Los Angeles County,California,Arcadia,,
2020,6037431800,Census Tract 4318,Arcadia,Los Angeles County,California,Arcadia,,
2020,6037432502,Census Tract 4325.02,Arcadia,Los Angeles County,California,Arcadia,70292.0,48334.0
2020,6037554801,Census Tract 5548.01,Artesia,Los Angeles County,California,Artesia,138958.0,117728.0
2020,6037554802,Census Tract 5548.02,Artesia,Los Angeles County,California,Artesia,105347.0,68155.0
2020,6037554900,Census Tract 5549,Artesia,Los Angeles County,California,Artesia,,
2020,6037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,143375.0,64215.0
2020,6037599100,Census Tract 5991,Avalon,Los Angeles County,California,Avalon,,
2020,6037408301,Census Tract 4083.01,Avocado Heights,Los Angeles County,California,AvocadoHeights,70687.0,24534.0
2020,6037408302,Census Tract 4083.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,103708.0,65905.0
2020,6037408303,Census Tract 4083.03,Avocado Heights,Los Angeles County,California,AvocadoHeights,147250.0,92303.0
2020,6037980035,Census Tract 9800.35,Avocado Heights,Los Angeles County,California,AvocadoHeights,,
2020,6037400602,Census Tract 4006.02,Azusa,Los Angeles County,California,Azusa,,
2020,6037400603,Census Tract 4006.03,Azusa,Los Angeles County,California,Azusa,71094.0,40099.0
2020,6037400605,Census Tract 4006.05,Azusa,Los Angeles County,California,Azusa,61334.0,312.0
2020,6037400801,Census Tract 4008.01,Azusa,Los Angeles County,California,Azusa,131850.0,41032.0
2020,6037404000,Census Tract 4040,Azusa,Los Angeles County,California,Azusa,,
2020,6037404100,Census Tract 4041,Azusa,Los Angeles County,California,Azusa,52443.0,28682.0
2020,6037404201,Census Tract 4042.01,Azusa,Los Angeles County,California,Azusa,,
2020,6037404203,Census Tract 4042.03,Azusa,Los Angeles County,California,Azusa,189318.0,113774.0
2020,6037404301,Census Tract 4043.01,Azusa,Los Angeles County,California,Azusa,40357.0,32048.0
2020,6037404302,Census Tract 4043.02,Azusa,Los Angeles County,California,Azusa,,
2020,6037404401,Census Tract 4044.01,Azusa,Los Angeles County,California,Azusa,87725.0,26777.0
2020,6037404402,Census Tract 4044.02,Azusa,Los Angeles County,California,Azusa,,
2020,6037404501,Census Tract 4045.01,Azusa,Los Angeles County,California,Azusa,52000.0,18201.0
2020,6037404503,Census Tract 4045.03,Azusa,Los Angeles County,California,Azusa,50096.0,12422.0
2020,6037404504,Census Tract 4045.04,Azusa,Los Angeles County,California,Azusa,93273.0,41961.0
2020,6037404701,Census Tract 4047.01,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2020,6037404702,Census Tract 4047.02,Baldwin Park,Los Angeles County,California,BaldwinPark,70250.0,45816.0
2020,6037404703,Census Tract 4047.03,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2020,6037404804,Census Tract 4048.04,Baldwin Park,Los Angeles County,California,BaldwinPark,18384.0,13842.0
2020,6037404805,Census Tract 4048.05,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2020,6037404806,Census Tract 4048.06,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2020,6037404901,Census Tract 4049.01,Baldwin Park,Los Angeles County,California,BaldwinPark,58784.0,27330.0
2020,6037404902,Census Tract 4049.02,Baldwin Park,Los Angeles County,California,BaldwinPark,96071.0,91558.0
2020,6037404903,Census Tract 4049.03,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2020,6037405001,Census Tract 4050.01,Baldwin Park,Los Angeles County,California,BaldwinPark,77059.0,40848.0
2020,6037405002,Census Tract 4050.02,Baldwin Park,Los Angeles County,California,BaldwinPark,46480.0,31243.0
2020,6037405101,Census Tract 4051.01,Baldwin Park,Los Angeles County,California,BaldwinPark,69424.0,9258.0
2020,6037405102,Census Tract 4051.02,Baldwin Park,Los Angeles County,California,BaldwinPark,46607.0,25720.0
2020,6037405201,Census Tract 4052.01,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2020,6037405202,Census Tract 4052.02,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2020,6037405203,Census Tract 4052.03,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2020,6037406903,Census Tract 4069.03,Baldwin Park,Los Angeles County,California,BaldwinPark,107045.0,44585.0
2020,6037407001,Census Tract 4070.01,Baldwin Park,Los Angeles County,California,BaldwinPark,74000.0,8710.0
2020,6037407002,Census Tract 4070.02,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2020,6037532304,Census Tract 5323.04,Bell,Los Angeles County,California,Bell,,
2020,6037533601,Census Tract 5336.01,Bell,Los Angeles County,California,Bell,92292.0,25094.0
2020,6037533602,Census Tract 5336.02,Bell,Los Angeles County,California,Bell,,
2020,6037533603,Census Tract 5336.03,Bell,Los Angeles County,California,Bell,,
2020,6037533803,Census Tract 5338.03,Bell,Los Angeles County,California,Bell,,
2020,6037533804,Census Tract 5338.04,Bell,Los Angeles County,California,Bell,,
2020,6037533805,Census Tract 5338.05,Bell,Los Angeles County,California,Bell,,
2020,6037533806,Census Tract 5338.06,Bell,Los Angeles County,California,Bell,,
2020,6037553100,Census Tract 5531,Bellflower,Los Angeles County,California,Bellflower,59853.0,42873.0
2020,6037553201,Census Tract 5532.01,Bellflower,Los Angeles County,California,Bellflower,,
2020,6037553202,Census Tract 5532.02,Bellflower,Los Angeles County,California,Bellflower,163929.0,66037.0
2020,6037553300,Census Tract 5533,Bellflower,Los Angeles County,California,Bellflower,132664.0,96277.0
2020,6037554001,Census Tract 5540.01,Bellflower,Los Angeles County,California,Bellflower,,
2020,6037554002,Census Tract 5540.02,Bellflower,Los Angeles County,California,Bellflower,,
2020,6037554101,Census Tract 5541.01,Bellflower,Los Angeles County,California,Bellflower,,
2020,6037554105,Census Tract 5541.05,Bellflower,Los Angeles County,California,Bellflower,,
2020,6037554106,Census Tract 5541.06,Bellflower,Los Angeles County,California,Bellflower,,
2020,6037554201,Census Tract 5542.01,Bellflower,Los Angeles County,California,Bellflower,,
2020,6037554203,Census Tract 5542.03,Bellflower,Los Angeles County,California,Bellflower,120025.0,63985.0
2020,6037554204,Census Tract 5542.04,Bellflower,Los Angeles County,California,Bellflower,,
