YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013G_001E,B19013G_001M
2022,6037910213,Census Tract 9102.13,Acton,Los Angeles County,California,Acton,,
2022,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,,
2022,6037910814,Census Tract 9108.14,Acton,Los Angeles County,California,Acton,,
2022,6037910815,Census Tract 9108.15,Acton,Los Angeles County,California,Acton,16413.0,698.0
2022,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,154885.0,118298.0
2022,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,6037800333,Census Tract 8003.33,Agoura Hills,Los Angeles County,California,AgouraHills,131356.0,1465.0
2022,6037800334,Census Tract 8003.34,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,6037800335,Census Tract 8003.35,Agoura Hills,Los Angeles County,California,AgouraHills,234643.0,195770.0
2022,6037800336,Census Tract 8003.36,Agoura Hills,Los Angeles County,California,AgouraHills,228482.0,63958.0
2022,6037800338,Census Tract 8003.38,Agoura Hills,Los Angeles County,California,AgouraHills,210125.0,61551.0
2022,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,99125.0,5698.0
2022,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,,
2022,6037910814,Census Tract 9108.14,Agua Dulce,Los Angeles County,California,AguaDulce,,
2022,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,,
2022,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,82222.0,21875.0
2022,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,55375.0,39419.0
2022,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,,
2022,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,112988.0,44819.0
2022,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,,
2022,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,,
2022,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,,
2022,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,,
2022,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,135543.0,65621.0
2022,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,,
