YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013F_001E,B19013F_001M
2019,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,65114.0,13245.0
2019,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,,
2019,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,,
2019,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,,
2019,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,,
2019,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,,
2019,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,,
2019,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,,
2019,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2019,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,,
2019,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,,
2019,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,,
2019,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,81667.0,53699.0
2019,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,147143.0,20345.0
2019,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,,
2019,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,82904.0,53596.0
2019,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,39788.0,8381.0
2019,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,60650.0,12089.0
2019,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,193438.0,91700.0
2019,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,111016.0,75251.0
2019,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,79464.0,24210.0
2019,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,69728.0,51387.0
2019,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,61583.0,44946.0
2019,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,80156.0,39083.0
2019,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,75926.0,33307.0
2019,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,46700.0,29757.0
2019,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,48438.0,25487.0
