YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013F_001E,B19013F_001M
2022,6037910213,Census Tract 9102.13,Acton,Los Angeles County,California,Acton,109250.0,66201.0
2022,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,,
2022,6037910814,Census Tract 9108.14,Acton,Los Angeles County,California,Acton,127448.0,54829.0
2022,6037910815,Census Tract 9108.15,Acton,Los Angeles County,California,Acton,118125.0,58602.0
2022,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,6037800333,Census Tract 8003.33,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,6037800334,Census Tract 8003.34,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,6037800335,Census Tract 8003.35,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,6037800336,Census Tract 8003.36,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,6037800338,Census Tract 8003.38,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,93750.0,35022.0
2022,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,,
2022,6037910814,Census Tract 9108.14,Agua Dulce,Los Angeles County,California,AguaDulce,127448.0,54829.0
2022,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,,
2022,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,65000.0,37064.0
2022,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,76979.0,14183.0
2022,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,145485.0,61953.0
2022,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,113448.0,72197.0
2022,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,68015.0,37197.0
