YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013I_001E,B19013I_001M
2019,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,55417.0,28246.0
2019,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,96538.0,42064.0
2019,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,86071.0,61105.0
2019,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,,
2019,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,108241.0,30572.0
2019,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,82042.0,33896.0
2019,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,61014.0,31092.0
2019,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,,
2019,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,137778.0,97722.0
2019,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,42961.0,40289.0
2019,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,,
2019,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,96538.0,42064.0
2019,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,100357.0,37220.0
2019,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,85536.0,36085.0
2019,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,108241.0,30572.0
2019,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,86111.0,41331.0
2019,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,48125.0,10051.0
2019,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,55714.0,12379.0
2019,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,71484.0,65337.0
2019,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,112422.0,37352.0
2019,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,76389.0,13119.0
2019,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,88750.0,30985.0
2019,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,77148.0,25285.0
2019,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,70787.0,17346.0
2019,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,73688.0,14378.0
2019,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,58988.0,8504.0
2019,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,69375.0,36056.0
2019,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,55875.0,31833.0
2019,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,54172.0,13657.0
2019,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,77069.0,14640.0
2019,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,33417.0,24203.0
2019,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,53094.0,20533.0
2019,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,51429.0,14643.0
2019,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,88026.0,40652.0
2019,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,98214.0,66175.0
2019,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,101458.0,8112.0
2019,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,62743.0,8281.0
2019,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,73333.0,46475.0
2019,6037603704,Census Tract 6037.04,Alondra Park,Los Angeles County,California,AlondraPark,47389.0,13829.0
2019,6037460100,Census Tract 4601,Altadena,Los Angeles County,California,Altadena,112250.0,43795.0
2019,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,,
2019,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,,
2019,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,73566.0,20486.0
2019,6037460900,Census Tract 4609,Altadena,Los Angeles County,California,Altadena,79507.0,12969.0
2019,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,67027.0,20499.0
2019,6037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,81000.0,40070.0
2019,6037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,212750.0,157713.0
2019,6037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,,
2019,6037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,152083.0,111521.0
2019,6037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,,
2019,6037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,168237.0,83808.0
2019,6037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,83229.0,33561.0
2019,6037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,78276.0,55078.0
2019,6037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,76768.0,21049.0
2019,6037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,68080.0,21672.0
2019,6037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,93676.0,87926.0
2019,6037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,,
2019,6037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,112554.0,16715.0
2019,6037430902,Census Tract 4309.02,Arcadia,Los Angeles County,California,Arcadia,79000.0,34128.0
2019,6037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,116875.0,66884.0
2019,6037431400,Census Tract 4314,Arcadia,Los Angeles County,California,Arcadia,67471.0,20913.0
2019,6037431502,Census Tract 4315.02,Arcadia,Los Angeles County,California,Arcadia,54734.0,15864.0
2019,6037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,103276.0,35631.0
2019,6037431700,Census Tract 4317,Arcadia,Los Angeles County,California,Arcadia,,
2019,6037431800,Census Tract 4318,Arcadia,Los Angeles County,California,Arcadia,53750.0,29821.0
2019,6037431900,Census Tract 4319,Arcadia,Los Angeles County,California,Arcadia,39257.0,6638.0
2019,6037432500,Census Tract 4325,Arcadia,Los Angeles County,California,Arcadia,50066.0,4903.0
2019,6037463101,Census Tract 4631.01,Arcadia,Los Angeles County,California,Arcadia,59833.0,40760.0
2019,6037480011,Census Tract 4800.11,Arcadia,Los Angeles County,California,Arcadia,53393.0,28047.0
2019,6037554514,Census Tract 5545.14,Artesia,Los Angeles County,California,Artesia,70000.0,37769.0
2019,6037554515,Census Tract 5545.15,Artesia,Los Angeles County,California,Artesia,89091.0,40033.0
2019,6037554516,Census Tract 5545.16,Artesia,Los Angeles County,California,Artesia,,
2019,6037554521,Census Tract 5545.21,Artesia,Los Angeles County,California,Artesia,85909.0,27701.0
2019,6037554801,Census Tract 5548.01,Artesia,Los Angeles County,California,Artesia,50646.0,9093.0
2019,6037554802,Census Tract 5548.02,Artesia,Los Angeles County,California,Artesia,51490.0,32564.0
2019,6037554900,Census Tract 5549,Artesia,Los Angeles County,California,Artesia,64337.0,17876.0
2019,6037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,70625.0,20128.0
2019,6037599100,Census Tract 5991,Avalon,Los Angeles County,California,Avalon,,
2019,6037408202,Census Tract 4082.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,67917.0,20337.0
2019,6037408301,Census Tract 4083.01,Avocado Heights,Los Angeles County,California,AvocadoHeights,66500.0,13031.0
2019,6037408302,Census Tract 4083.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,85833.0,34115.0
2019,6037408303,Census Tract 4083.03,Avocado Heights,Los Angeles County,California,AvocadoHeights,106477.0,36675.0
2019,6037408402,Census Tract 4084.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,104148.0,15046.0
2019,6037400501,Census Tract 4005.01,Azusa,Los Angeles County,California,Azusa,,
2019,6037400602,Census Tract 4006.02,Azusa,Los Angeles County,California,Azusa,71544.0,10232.0
2019,6037400603,Census Tract 4006.03,Azusa,Los Angeles County,California,Azusa,73229.0,11740.0
2019,6037400604,Census Tract 4006.04,Azusa,Los Angeles County,California,Azusa,76875.0,42691.0
2019,6037400800,Census Tract 4008,Azusa,Los Angeles County,California,Azusa,88750.0,54370.0
2019,6037404000,Census Tract 4040,Azusa,Los Angeles County,California,Azusa,97083.0,24278.0
2019,6037404100,Census Tract 4041,Azusa,Los Angeles County,California,Azusa,68702.0,9158.0
2019,6037404201,Census Tract 4042.01,Azusa,Los Angeles County,California,Azusa,59886.0,28288.0
2019,6037404202,Census Tract 4042.02,Azusa,Los Angeles County,California,Azusa,66750.0,9814.0
2019,6037404301,Census Tract 4043.01,Azusa,Los Angeles County,California,Azusa,49746.0,5741.0
2019,6037404302,Census Tract 4043.02,Azusa,Los Angeles County,California,Azusa,75192.0,10844.0
2019,6037404401,Census Tract 4044.01,Azusa,Los Angeles County,California,Azusa,68068.0,8994.0
2019,6037404402,Census Tract 4044.02,Azusa,Los Angeles County,California,Azusa,63642.0,5794.0
2019,6037404501,Census Tract 4045.01,Azusa,Los Angeles County,California,Azusa,56959.0,4751.0
2019,6037404503,Census Tract 4045.03,Azusa,Los Angeles County,California,Azusa,74485.0,15702.0
2019,6037404504,Census Tract 4045.04,Azusa,Los Angeles County,California,Azusa,56759.0,13355.0
2019,6037930301,Census Tract 9303.01,Azusa,Los Angeles County,California,Azusa,,
2019,6037404701,Census Tract 4047.01,Baldwin Park,Los Angeles County,California,BaldwinPark,76029.0,7076.0
2019,6037404702,Census Tract 4047.02,Baldwin Park,Los Angeles County,California,BaldwinPark,58478.0,6544.0
2019,6037404703,Census Tract 4047.03,Baldwin Park,Los Angeles County,California,BaldwinPark,53542.0,16060.0
2019,6037404801,Census Tract 4048.01,Baldwin Park,Los Angeles County,California,BaldwinPark,61146.0,17277.0
2019,6037404802,Census Tract 4048.02,Baldwin Park,Los Angeles County,California,BaldwinPark,60393.0,11224.0
2019,6037404803,Census Tract 4048.03,Baldwin Park,Los Angeles County,California,BaldwinPark,66111.0,9908.0
2019,6037404901,Census Tract 4049.01,Baldwin Park,Los Angeles County,California,BaldwinPark,67703.0,14865.0
2019,6037404902,Census Tract 4049.02,Baldwin Park,Los Angeles County,California,BaldwinPark,73375.0,14209.0
2019,6037404903,Census Tract 4049.03,Baldwin Park,Los Angeles County,California,BaldwinPark,72614.0,23486.0
2019,6037405001,Census Tract 4050.01,Baldwin Park,Los Angeles County,California,BaldwinPark,83378.0,12329.0
2019,6037405002,Census Tract 4050.02,Baldwin Park,Los Angeles County,California,BaldwinPark,68750.0,11787.0
2019,6037405101,Census Tract 4051.01,Baldwin Park,Los Angeles County,California,BaldwinPark,79667.0,12535.0
2019,6037405102,Census Tract 4051.02,Baldwin Park,Los Angeles County,California,BaldwinPark,49130.0,23020.0
2019,6037405201,Census Tract 4052.01,Baldwin Park,Los Angeles County,California,BaldwinPark,53750.0,11705.0
2019,6037405202,Census Tract 4052.02,Baldwin Park,Los Angeles County,California,BaldwinPark,66742.0,11101.0
2019,6037405203,Census Tract 4052.03,Baldwin Park,Los Angeles County,California,BaldwinPark,77143.0,15725.0
2019,6037406901,Census Tract 4069.01,Baldwin Park,Los Angeles County,California,BaldwinPark,71111.0,20445.0
2019,6037407001,Census Tract 4070.01,Baldwin Park,Los Angeles County,California,BaldwinPark,83667.0,17081.0
2019,6037407002,Census Tract 4070.02,Baldwin Park,Los Angeles County,California,BaldwinPark,69750.0,19278.0
2019,6037532304,Census Tract 5323.04,Bell,Los Angeles County,California,Bell,43696.0,3742.0
2019,6037533601,Census Tract 5336.01,Bell,Los Angeles County,California,Bell,48750.0,6162.0
2019,6037533602,Census Tract 5336.02,Bell,Los Angeles County,California,Bell,47031.0,6699.0
2019,6037533603,Census Tract 5336.03,Bell,Los Angeles County,California,Bell,44750.0,8727.0
2019,6037533703,Census Tract 5337.03,Bell,Los Angeles County,California,Bell,58344.0,13266.0
2019,6037533803,Census Tract 5338.03,Bell,Los Angeles County,California,Bell,44538.0,10819.0
2019,6037533804,Census Tract 5338.04,Bell,Los Angeles County,California,Bell,40507.0,6284.0
2019,6037533805,Census Tract 5338.05,Bell,Los Angeles County,California,Bell,53148.0,6986.0
2019,6037533806,Census Tract 5338.06,Bell,Los Angeles County,California,Bell,40677.0,18325.0
2019,6037551900,Census Tract 5519,Bellflower,Los Angeles County,California,Bellflower,64661.0,12229.0
2019,6037553000,Census Tract 5530,Bellflower,Los Angeles County,California,Bellflower,87227.0,14396.0
2019,6037553100,Census Tract 5531,Bellflower,Los Angeles County,California,Bellflower,66848.0,17010.0
2019,6037553200,Census Tract 5532,Bellflower,Los Angeles County,California,Bellflower,89167.0,23041.0
2019,6037553300,Census Tract 5533,Bellflower,Los Angeles County,California,Bellflower,48300.0,25687.0
2019,6037554001,Census Tract 5540.01,Bellflower,Los Angeles County,California,Bellflower,52601.0,9961.0
2019,6037554002,Census Tract 5540.02,Bellflower,Los Angeles County,California,Bellflower,58194.0,12311.0
2019,6037554101,Census Tract 5541.01,Bellflower,Los Angeles County,California,Bellflower,59583.0,28476.0
2019,6037554103,Census Tract 5541.03,Bellflower,Los Angeles County,California,Bellflower,109000.0,20085.0
2019,6037554104,Census Tract 5541.04,Bellflower,Los Angeles County,California,Bellflower,64583.0,54431.0
2019,6037554105,Census Tract 5541.05,Bellflower,Los Angeles County,California,Bellflower,46042.0,14322.0
2019,6037554201,Census Tract 5542.01,Bellflower,Los Angeles County,California,Bellflower,80417.0,19037.0
2019,6037554203,Census Tract 5542.03,Bellflower,Los Angeles County,California,Bellflower,36207.0,9578.0
2019,6037554204,Census Tract 5542.04,Bellflower,Los Angeles County,California,Bellflower,39896.0,8406.0
2019,6037554301,Census Tract 5543.01,Bellflower,Los Angeles County,California,Bellflower,77321.0,17167.0
2019,6037554302,Census Tract 5543.02,Bellflower,Los Angeles County,California,Bellflower,52000.0,15606.0
