YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013I_001E,B19013I_001M
2021,6037910213,Census Tract 9102.13,Acton,Los Angeles County,California,Acton,97788.0,70345.0
2021,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,93750.0,58782.0
2021,6037910814,Census Tract 9108.14,Acton,Los Angeles County,California,Acton,115804.0,22638.0
2021,6037910815,Census Tract 9108.15,Acton,Los Angeles County,California,Acton,101985.0,47237.0
2021,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,96200.0,54945.0
2021,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,102961.0,86438.0
2021,6037800333,Census Tract 8003.33,Agoura Hills,Los Angeles County,California,AgouraHills,,
2021,6037800334,Census Tract 8003.34,Agoura Hills,Los Angeles County,California,AgouraHills,89537.0,70983.0
2021,6037800335,Census Tract 8003.35,Agoura Hills,Los Angeles County,California,AgouraHills,,
2021,6037800336,Census Tract 8003.36,Agoura Hills,Los Angeles County,California,AgouraHills,,
2021,6037800338,Census Tract 8003.38,Agoura Hills,Los Angeles County,California,AgouraHills,,
2021,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,92182.0,26882.0
2021,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,90278.0,19455.0
2021,6037910814,Census Tract 9108.14,Agua Dulce,Los Angeles County,California,AguaDulce,115804.0,22638.0
2021,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,83357.0,8839.0
2021,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,85460.0,14610.0
2021,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,66583.0,9858.0
2021,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,111771.0,32482.0
2021,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,92778.0,39375.0
2021,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,84330.0,32337.0
2021,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,74004.0,18104.0
2021,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,77321.0,11873.0
2021,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,63024.0,14374.0
2021,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,92639.0,20892.0
2021,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,54632.0,5226.0
2021,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,63675.0,11228.0
2021,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,67847.0,47282.0
