YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013I_001E,B19013I_001M
2018,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,55074.0,31926.0
2018,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,109773.0,25654.0
2018,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,53182.0,41141.0
2018,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,,
2018,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,75556.0,36745.0
2018,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,,
2018,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,60772.0,30499.0
2018,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,80897.0,32399.0
2018,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,91154.0,86214.0
2018,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,35769.0,19552.0
2018,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,120521.0,73122.0
2018,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,109773.0,25654.0
2018,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,82348.0,24888.0
2018,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,100250.0,74372.0
2018,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,75556.0,36745.0
2018,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,83796.0,13196.0
2018,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,42056.0,10275.0
2018,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,56042.0,9489.0
2018,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,51731.0,6693.0
2018,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,124097.0,33926.0
2018,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,66667.0,23283.0
2018,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,78472.0,22160.0
2018,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,79625.0,26202.0
2018,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,68950.0,19708.0
