YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013D_001E,B19013D_001M
2023,6037910213,Census Tract 9102.13,Acton,Los Angeles County,California,Acton,,
2023,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,107000.0,2214.0
2023,6037910814,Census Tract 9108.14,Acton,Los Angeles County,California,Acton,,
2023,6037910815,Census Tract 9108.15,Acton,Los Angeles County,California,Acton,,
2023,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,,
2023,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2023,6037800333,Census Tract 8003.33,Agoura Hills,Los Angeles County,California,AgouraHills,118717.0,44588.0
2023,6037800334,Census Tract 8003.34,Agoura Hills,Los Angeles County,California,AgouraHills,,
2023,6037800335,Census Tract 8003.35,Agoura Hills,Los Angeles County,California,AgouraHills,97976.0,85430.0
2023,6037800336,Census Tract 8003.36,Agoura Hills,Los Angeles County,California,AgouraHills,,
2023,6037800338,Census Tract 8003.38,Agoura Hills,Los Angeles County,California,AgouraHills,177571.0,118971.0
2023,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,176375.0,78932.0
2023,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,,
2023,6037910814,Census Tract 9108.14,Agua Dulce,Los Angeles County,California,AguaDulce,,
2023,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,84708.0,33834.0
2023,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,94730.0,16577.0
2023,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,73750.0,16174.0
2023,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,89609.0,10371.0
2023,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,104375.0,86555.0
2023,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,81250.0,44652.0
2023,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,101613.0,42959.0
2023,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,71250.0,26597.0
2023,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,36410.0,22400.0
2023,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,63077.0,29615.0
2023,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,69950.0,23418.0
2023,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,88125.0,34170.0
2023,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,80662.0,20954.0
2023,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,103750.0,16510.0
2023,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,57241.0,17143.0
2023,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,60900.0,9697.0
2023,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,69479.0,11730.0
2023,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,125536.0,39249.0
2023,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,99167.0,62206.0
2023,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,91444.0,13345.0
2023,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,105265.0,53874.0
2023,6037603706,Census Tract 6037.06,Alondra Park,Los Angeles County,California,AlondraPark,111500.0,98032.0
2023,6037460101,Census Tract 4601.01,Altadena,Los Angeles County,California,Altadena,,
2023,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,,
2023,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,197639.0,133379.0
2023,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,,
2023,6037460401,Census Tract 4604.01,Altadena,Los Angeles County,California,Altadena,,
2023,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,183214.0,67422.0
2023,6037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,243068.0,62163.0
2023,6037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,211538.0,99870.0
2023,6037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,206548.0,96162.0
2023,6037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,140665.0,24720.0
2023,6037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,192426.0,73437.0
2023,6037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,173125.0,54596.0
2023,6037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,128194.0,40394.0
2023,6037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,77416.0,59904.0
2023,6037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,122659.0,17626.0
2023,6037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,106008.0,14724.0
2023,6037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,118284.0,16751.0
2023,6037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,153071.0,21466.0
2023,6037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,178464.0,71182.0
2023,6037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,109074.0,12997.0
2023,6037431400,Census Tract 4314,Arcadia,Los Angeles County,California,Arcadia,113158.0,43719.0
2023,6037431502,Census Tract 4315.02,Arcadia,Los Angeles County,California,Arcadia,100458.0,44124.0
2023,6037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,117977.0,24053.0
2023,6037431701,Census Tract 4317.01,Arcadia,Los Angeles County,California,Arcadia,96875.0,89959.0
2023,6037431800,Census Tract 4318,Arcadia,Los Angeles County,California,Arcadia,76544.0,24965.0
2023,6037432502,Census Tract 4325.02,Arcadia,Los Angeles County,California,Arcadia,86500.0,47633.0
2023,6037554801,Census Tract 5548.01,Artesia,Los Angeles County,California,Artesia,,
2023,6037554802,Census Tract 5548.02,Artesia,Los Angeles County,California,Artesia,118396.0,11864.0
2023,6037554900,Census Tract 5549,Artesia,Los Angeles County,California,Artesia,78542.0,22392.0
2023,6037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,,
2023,6037599100,Census Tract 5991,Avalon,Los Angeles County,California,Avalon,,
2023,6037408301,Census Tract 4083.01,Avocado Heights,Los Angeles County,California,AvocadoHeights,105568.0,55510.0
2023,6037408302,Census Tract 4083.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,,
2023,6037408303,Census Tract 4083.03,Avocado Heights,Los Angeles County,California,AvocadoHeights,,
2023,6037980035,Census Tract 9800.35,Avocado Heights,Los Angeles County,California,AvocadoHeights,,
2023,6037400602,Census Tract 4006.02,Azusa,Los Angeles County,California,Azusa,119821.0,18729.0
2023,6037400603,Census Tract 4006.03,Azusa,Los Angeles County,California,Azusa,130536.0,31229.0
2023,6037400605,Census Tract 4006.05,Azusa,Los Angeles County,California,Azusa,115489.0,23642.0
2023,6037400801,Census Tract 4008.01,Azusa,Los Angeles County,California,Azusa,134231.0,33985.0
2023,6037404000,Census Tract 4040,Azusa,Los Angeles County,California,Azusa,,
2023,6037404100,Census Tract 4041,Azusa,Los Angeles County,California,Azusa,102386.0,64035.0
2023,6037404201,Census Tract 4042.01,Azusa,Los Angeles County,California,Azusa,130345.0,25834.0
