YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013D_001E,B19013D_001M
2020,6037910213,Census Tract 9102.13,Acton,Los Angeles County,California,Acton,,
2020,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,,
2020,6037910814,Census Tract 9108.14,Acton,Los Angeles County,California,Acton,,
2020,6037910815,Census Tract 9108.15,Acton,Los Angeles County,California,Acton,,
2020,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,158782.0,56024.0
2020,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2020,6037800333,Census Tract 8003.33,Agoura Hills,Los Angeles County,California,AgouraHills,,
2020,6037800334,Census Tract 8003.34,Agoura Hills,Los Angeles County,California,AgouraHills,,
2020,6037800335,Census Tract 8003.35,Agoura Hills,Los Angeles County,California,AgouraHills,213393.0,121728.0
2020,6037800336,Census Tract 8003.36,Agoura Hills,Los Angeles County,California,AgouraHills,122719.0,91117.0
2020,6037800338,Census Tract 8003.38,Agoura Hills,Los Angeles County,California,AgouraHills,130938.0,58580.0
2020,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,101364.0,36886.0
2020,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,137969.0,72803.0
2020,6037910814,Census Tract 9108.14,Agua Dulce,Los Angeles County,California,AguaDulce,,
2020,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,65893.0,22051.0
2020,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,71406.0,15446.0
2020,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,42599.0,10048.0
2020,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,59674.0,18297.0
2020,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,65789.0,46668.0
2020,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,95156.0,31320.0
2020,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,77375.0,50045.0
2020,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,54659.0,12974.0
2020,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,30000.0,16037.0
2020,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,46750.0,22199.0
2020,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,73000.0,26042.0
2020,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,54852.0,23749.0
2020,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,75053.0,28366.0
2020,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,68036.0,27665.0
2020,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,52350.0,19436.0
2020,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,76151.0,25550.0
2020,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,55250.0,7824.0
2020,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,101500.0,29293.0
2020,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,99750.0,30425.0
2020,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,76522.0,19260.0
2020,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,97411.0,35183.0
2020,6037603706,Census Tract 6037.06,Alondra Park,Los Angeles County,California,AlondraPark,25903.0,11347.0
2020,6037460101,Census Tract 4601.01,Altadena,Los Angeles County,California,Altadena,,
2020,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,,
2020,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,215833.0,108507.0
2020,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,,
2020,6037460401,Census Tract 4604.01,Altadena,Los Angeles County,California,Altadena,,
2020,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,134545.0,45274.0
2020,6037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,,
2020,6037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,129792.0,81007.0
2020,6037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,,
2020,6037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,138301.0,38635.0
2020,6037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,129714.0,59258.0
2020,6037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,163984.0,25955.0
2020,6037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,103232.0,9104.0
2020,6037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,64809.0,30995.0
2020,6037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,89250.0,37444.0
2020,6037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,93750.0,12772.0
2020,6037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,102105.0,27297.0
2020,6037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,117692.0,37895.0
2020,6037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,99167.0,70342.0
2020,6037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,97000.0,42311.0
2020,6037431400,Census Tract 4314,Arcadia,Los Angeles County,California,Arcadia,102604.0,27430.0
2020,6037431502,Census Tract 4315.02,Arcadia,Los Angeles County,California,Arcadia,68333.0,40311.0
2020,6037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,120208.0,38619.0
2020,6037431701,Census Tract 4317.01,Arcadia,Los Angeles County,California,Arcadia,102692.0,31945.0
2020,6037431800,Census Tract 4318,Arcadia,Los Angeles County,California,Arcadia,85195.0,16055.0
2020,6037432502,Census Tract 4325.02,Arcadia,Los Angeles County,California,Arcadia,65980.0,13143.0
2020,6037554801,Census Tract 5548.01,Artesia,Los Angeles County,California,Artesia,109306.0,96468.0
2020,6037554802,Census Tract 5548.02,Artesia,Los Angeles County,California,Artesia,100500.0,7694.0
2020,6037554900,Census Tract 5549,Artesia,Los Angeles County,California,Artesia,71474.0,14518.0
2020,6037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,,
2020,6037599100,Census Tract 5991,Avalon,Los Angeles County,California,Avalon,,
2020,6037408301,Census Tract 4083.01,Avocado Heights,Los Angeles County,California,AvocadoHeights,89861.0,34038.0
2020,6037408302,Census Tract 4083.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,,
2020,6037408303,Census Tract 4083.03,Avocado Heights,Los Angeles County,California,AvocadoHeights,73670.0,48275.0
2020,6037980035,Census Tract 9800.35,Avocado Heights,Los Angeles County,California,AvocadoHeights,,
2020,6037400602,Census Tract 4006.02,Azusa,Los Angeles County,California,Azusa,86146.0,44821.0
2020,6037400603,Census Tract 4006.03,Azusa,Los Angeles County,California,Azusa,105179.0,36537.0
2020,6037400605,Census Tract 4006.05,Azusa,Los Angeles County,California,Azusa,111182.0,17020.0
2020,6037400801,Census Tract 4008.01,Azusa,Los Angeles County,California,Azusa,134375.0,101944.0
2020,6037404000,Census Tract 4040,Azusa,Los Angeles County,California,Azusa,,
2020,6037404100,Census Tract 4041,Azusa,Los Angeles County,California,Azusa,60469.0,38304.0
2020,6037404201,Census Tract 4042.01,Azusa,Los Angeles County,California,Azusa,43571.0,42606.0
2020,6037404203,Census Tract 4042.03,Azusa,Los Angeles County,California,Azusa,74688.0,47537.0
2020,6037404301,Census Tract 4043.01,Azusa,Los Angeles County,California,Azusa,114500.0,66302.0
2020,6037404302,Census Tract 4043.02,Azusa,Los Angeles County,California,Azusa,74750.0,73408.0
2020,6037404401,Census Tract 4044.01,Azusa,Los Angeles County,California,Azusa,55417.0,22536.0
2020,6037404402,Census Tract 4044.02,Azusa,Los Angeles County,California,Azusa,86042.0,37091.0
2020,6037404501,Census Tract 4045.01,Azusa,Los Angeles County,California,Azusa,80500.0,70250.0
2020,6037404503,Census Tract 4045.03,Azusa,Los Angeles County,California,Azusa,106397.0,17175.0
2020,6037404504,Census Tract 4045.04,Azusa,Los Angeles County,California,Azusa,48638.0,1528.0
2020,6037404701,Census Tract 4047.01,Baldwin Park,Los Angeles County,California,BaldwinPark,80388.0,35964.0
2020,6037404702,Census Tract 4047.02,Baldwin Park,Los Angeles County,California,BaldwinPark,76136.0,10490.0
2020,6037404703,Census Tract 4047.03,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2020,6037404804,Census Tract 4048.04,Baldwin Park,Los Angeles County,California,BaldwinPark,70298.0,60068.0
2020,6037404805,Census Tract 4048.05,Baldwin Park,Los Angeles County,California,BaldwinPark,49063.0,33167.0
2020,6037404806,Census Tract 4048.06,Baldwin Park,Los Angeles County,California,BaldwinPark,70313.0,53804.0
2020,6037404901,Census Tract 4049.01,Baldwin Park,Los Angeles County,California,BaldwinPark,94318.0,15411.0
2020,6037404902,Census Tract 4049.02,Baldwin Park,Los Angeles County,California,BaldwinPark,96080.0,7648.0
2020,6037404903,Census Tract 4049.03,Baldwin Park,Los Angeles County,California,BaldwinPark,60114.0,17251.0
2020,6037405001,Census Tract 4050.01,Baldwin Park,Los Angeles County,California,BaldwinPark,50625.0,31367.0
2020,6037405002,Census Tract 4050.02,Baldwin Park,Los Angeles County,California,BaldwinPark,51250.0,15164.0
2020,6037405101,Census Tract 4051.01,Baldwin Park,Los Angeles County,California,BaldwinPark,63421.0,13083.0
2020,6037405102,Census Tract 4051.02,Baldwin Park,Los Angeles County,California,BaldwinPark,43380.0,17810.0
2020,6037405201,Census Tract 4052.01,Baldwin Park,Los Angeles County,California,BaldwinPark,64648.0,12271.0
2020,6037405202,Census Tract 4052.02,Baldwin Park,Los Angeles County,California,BaldwinPark,68281.0,12286.0
2020,6037405203,Census Tract 4052.03,Baldwin Park,Los Angeles County,California,BaldwinPark,75658.0,24489.0
2020,6037406903,Census Tract 4069.03,Baldwin Park,Los Angeles County,California,BaldwinPark,78750.0,25665.0
2020,6037407001,Census Tract 4070.01,Baldwin Park,Los Angeles County,California,BaldwinPark,75313.0,54837.0
2020,6037407002,Census Tract 4070.02,Baldwin Park,Los Angeles County,California,BaldwinPark,,
2020,6037532304,Census Tract 5323.04,Bell,Los Angeles County,California,Bell,,
2020,6037533601,Census Tract 5336.01,Bell,Los Angeles County,California,Bell,,
2020,6037533602,Census Tract 5336.02,Bell,Los Angeles County,California,Bell,,
2020,6037533603,Census Tract 5336.03,Bell,Los Angeles County,California,Bell,,
2020,6037533803,Census Tract 5338.03,Bell,Los Angeles County,California,Bell,,
2020,6037533804,Census Tract 5338.04,Bell,Los Angeles County,California,Bell,,
2020,6037533805,Census Tract 5338.05,Bell,Los Angeles County,California,Bell,,
2020,6037533806,Census Tract 5338.06,Bell,Los Angeles County,California,Bell,,
2020,6037553100,Census Tract 5531,Bellflower,Los Angeles County,California,Bellflower,120592.0,81663.0
2020,6037553201,Census Tract 5532.01,Bellflower,Los Angeles County,California,Bellflower,,
2020,6037553202,Census Tract 5532.02,Bellflower,Los Angeles County,California,Bellflower,,
2020,6037553300,Census Tract 5533,Bellflower,Los Angeles County,California,Bellflower,110625.0,38720.0
2020,6037554001,Census Tract 5540.01,Bellflower,Los Angeles County,California,Bellflower,,
2020,6037554002,Census Tract 5540.02,Bellflower,Los Angeles County,California,Bellflower,59500.0,21620.0
