YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013D_001E,B19013D_001M
2022,6037910213,Census Tract 9102.13,Acton,Los Angeles County,California,Acton,,
2022,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,103451.0,10032.0
2022,6037910814,Census Tract 9108.14,Acton,Los Angeles County,California,Acton,143194.0,106451.0
2022,6037910815,Census Tract 9108.15,Acton,Los Angeles County,California,Acton,,
2022,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,6037800333,Census Tract 8003.33,Agoura Hills,Los Angeles County,California,AgouraHills,113527.0,64951.0
2022,6037800334,Census Tract 8003.34,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,6037800335,Census Tract 8003.35,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,6037800336,Census Tract 8003.36,Agoura Hills,Los Angeles County,California,AgouraHills,,
2022,6037800338,Census Tract 8003.38,Agoura Hills,Los Angeles County,California,AgouraHills,112656.0,58146.0
2022,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,170417.0,76393.0
2022,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,156467.0,101600.0
2022,6037910814,Census Tract 9108.14,Agua Dulce,Los Angeles County,California,AguaDulce,143194.0,106451.0
2022,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,84833.0,27947.0
2022,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,90833.0,13926.0
2022,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,62557.0,10208.0
2022,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,78906.0,20829.0
2022,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,100761.0,43203.0
2022,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,97031.0,47517.0
2022,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,73750.0,31794.0
2022,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,65104.0,23344.0
2022,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,33667.0,20273.0
2022,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,58929.0,27887.0
2022,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,71250.0,23773.0
2022,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,64712.0,25984.0
2022,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,73173.0,19169.0
2022,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,100764.0,13913.0
2022,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,56458.0,25083.0
2022,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,64769.0,25144.0
2022,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,64297.0,13789.0
2022,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,109063.0,55209.0
2022,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,63393.0,31697.0
2022,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,85639.0,11755.0
2022,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,104226.0,30680.0
2022,6037603706,Census Tract 6037.06,Alondra Park,Los Angeles County,California,AlondraPark,,
2022,6037460101,Census Tract 4601.01,Altadena,Los Angeles County,California,Altadena,,
2022,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,188672.0,125138.0
2022,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,,
2022,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,,
2022,6037460401,Census Tract 4604.01,Altadena,Los Angeles County,California,Altadena,,
2022,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,154762.0,55284.0
2022,6037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,233906.0,84082.0
2022,6037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,198182.0,45476.0
2022,6037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,199821.0,178246.0
2022,6037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,136461.0,25178.0
2022,6037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,203125.0,91798.0
2022,6037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,183409.0,52072.0
2022,6037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,121800.0,11461.0
2022,6037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,74139.0,12785.0
2022,6037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,91970.0,33956.0
2022,6037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,106500.0,14913.0
2022,6037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,114904.0,5888.0
2022,6037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,137782.0,22359.0
2022,6037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,138095.0,65861.0
2022,6037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,103512.0,12223.0
2022,6037431400,Census Tract 4314,Arcadia,Los Angeles County,California,Arcadia,116667.0,32161.0
2022,6037431502,Census Tract 4315.02,Arcadia,Los Angeles County,California,Arcadia,98500.0,53308.0
2022,6037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,113652.0,23285.0
2022,6037431701,Census Tract 4317.01,Arcadia,Los Angeles County,California,Arcadia,77460.0,69774.0
2022,6037431800,Census Tract 4318,Arcadia,Los Angeles County,California,Arcadia,68179.0,23566.0
2022,6037432502,Census Tract 4325.02,Arcadia,Los Angeles County,California,Arcadia,90429.0,32094.0
2022,6037554801,Census Tract 5548.01,Artesia,Los Angeles County,California,Artesia,143958.0,111399.0
2022,6037554802,Census Tract 5548.02,Artesia,Los Angeles County,California,Artesia,113491.0,5861.0
