YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B19013D_001E,B19013D_001M
2021,6037910213,Census Tract 9102.13,Acton,Los Angeles County,California,Acton,,
2021,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,96282.0,1071.0
2021,6037910814,Census Tract 9108.14,Acton,Los Angeles County,California,Acton,132900.0,93950.0
2021,6037910815,Census Tract 9108.15,Acton,Los Angeles County,California,Acton,,
2021,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,165239.0,60406.0
2021,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,,
2021,6037800333,Census Tract 8003.33,Agoura Hills,Los Angeles County,California,AgouraHills,103750.0,72432.0
2021,6037800334,Census Tract 8003.34,Agoura Hills,Los Angeles County,California,AgouraHills,,
2021,6037800335,Census Tract 8003.35,Agoura Hills,Los Angeles County,California,AgouraHills,177031.0,152731.0
2021,6037800336,Census Tract 8003.36,Agoura Hills,Los Angeles County,California,AgouraHills,,
2021,6037800338,Census Tract 8003.38,Agoura Hills,Los Angeles County,California,AgouraHills,106319.0,66342.0
2021,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,,
2021,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,147063.0,54680.0
2021,6037910814,Census Tract 9108.14,Agua Dulce,Los Angeles County,California,AguaDulce,132900.0,93950.0
2021,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,78409.0,24170.0
2021,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,74947.0,17304.0
2021,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,50156.0,15182.0
2021,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,62108.0,15730.0
2021,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,,
2021,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,86667.0,45571.0
